Experiment: Force vs. Position
Motor type: Motor Fiber
Fiber length (mm): 
Number of fibers: 
Insulator: 
State: C
Sample rate (Hz): 400
Absolute time (s), Relative time (s), Force (mN), Position (mm), hv_set (V), hv_vm (V), hv_err (V), lv_set (V), lv_vm (V), lv_err (V),cm_w1 (uA), cm_w2 (uA), cm_w3 (uA)
2697769.25675100, 0.00000000, -0.096019, 10.000, 1000.0, 1003.5, -3.5,  0.79,  0.85, -0.06,  0.0,  0.0,  0.0
2697769.25925100, 0.00250000, -0.385930, 10.000, 1000.0, 1003.3, -3.3,  0.79,  0.85, -0.06,  0.0,  0.0,  0.0
2697769.26175100, 0.00500000, -0.389555, 10.000, 1000.0, 1003.2, -3.2,  0.79,  0.85, -0.05,  0.0,  0.0,  0.0
2697769.26425100, 0.00750000, -0.357086, 10.000, 1000.0, 1003.0, -3.0,  0.79,  0.85, -0.05,  0.0,  0.0,  0.0
2697769.26675100, 0.01000000, -0.324618, 10.000, 1000.0, 1002.8, -2.8,  0.79,  0.85, -0.05,  0.0,  0.0,  0.0
2697769.26925100, 0.01250000, 0.422765, 10.000, 1000.0, 1002.6, -2.6,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.27175100, 0.01500000, 0.285767, 10.000, 1000.0, 1002.4, -2.4,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.27425100, 0.01750000, 0.374872, 10.000, 1000.0, 1002.2, -2.2,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.27675100, 0.02000000, 0.048657, 10.000, 1000.0, 1002.0, -2.0,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.27925100, 0.02250000, -0.117677, 10.000, 1000.0, 1001.9, -1.9,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.28175100, 0.02500000, -0.284012, 10.000, 1000.0, 1001.7, -1.7,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.28425100, 0.02750000, -0.450347, 10.000, 1000.0, 1001.5, -1.5,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.28675100, 0.03000000, -0.616681, 10.000, 1000.0, 1001.3, -1.3,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.28925100, 0.03250000, -0.248816, 10.000, 1000.0, 1001.1, -1.1,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.29175100, 0.03500000, 0.062698, 10.000, 1000.0, 1000.9, -0.9,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.29425100, 0.03750000, 0.221953, 10.000, 1000.0, 1000.8, -0.8,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.29675100, 0.04000000, 0.186642, 10.000, 1000.0, 1000.6, -0.6,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.29925100, 0.04250000, 0.151332, 10.000, 1000.0, 1000.4, -0.4,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.30175100, 0.04500000, 0.116830, 10.000, 1000.0, 1000.2, -0.2,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.30425100, 0.04750000, 0.299117, 10.000, 1000.0, 1000.0, -0.0,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.30675100, 0.05000000, 0.495890, 10.000, 1000.0,  999.8,  0.2,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.30925100, 0.05250000, 0.417421, 10.000, 1000.0,  999.6,  0.4,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.31175100, 0.05500000, 0.242340, 10.000, 1000.0,  999.5,  0.5,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.31425100, 0.05750000, 0.004086, 10.000, 1000.0,  999.3,  0.7,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.31675100, 0.06000000, -0.187393, 10.000, 1000.0,  999.1,  0.9,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.31925100, 0.06250000, -0.224216, 10.000, 1000.0,  998.9,  1.1,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.32175100, 0.06500000, -0.380771, 10.000, 1000.0,  998.7,  1.3,  0.79,  0.84, -0.05,  0.0,  0.0,  0.0
2697769.32425100, 0.06750000, -0.368334, 10.000, 1000.0,  998.5,  1.5,  0.79,  0.84, -0.04,  0.0,  0.0,  0.0
2697769.32675100, 0.07000000, -0.302449, 10.000, 1000.0,  998.3,  1.7,  0.79,  0.84, -0.04,  0.0,  0.0,  0.0
2697769.32925100, 0.07250000, -0.236563, 10.000, 1000.0,  998.2,  1.8,  0.79,  0.84, -0.04,  0.0,  0.0,  0.0
2697769.33175100, 0.07500000, -0.170678, 10.000, 1000.0,  998.0,  2.0,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.33425100, 0.07750000, -0.104793, 10.000, 1000.0,  997.8,  2.2,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.33675100, 0.08000000, 0.043132, 10.000, 1000.0,  997.7,  2.3,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.33925100, 0.08250000, -0.309690, 10.000, 1000.0,  997.7,  2.3,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.34175100, 0.08500000, -0.448893, 10.000, 1000.0,  997.8,  2.2,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.34425100, 0.08750000, -0.100972, 10.000, 1000.0,  997.8,  2.2,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.34675100, 0.09000000, 0.475807, 10.000, 1000.0,  997.9,  2.1,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.34925100, 0.09250000, 0.458444, 10.000, 1000.0,  998.0,  2.0,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.35175100, 0.09500000, 0.360841, 10.000, 1000.0,  998.0,  2.0,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.35425100, 0.09750000, -0.102663, 10.000, 1000.0,  998.1,  1.9,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.35675100, 0.10000000, -0.254787, 10.000, 1000.0,  998.1,  1.9,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.35925100, 0.10250000, -0.330616, 10.000, 1000.0,  998.2,  1.8,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.36175100, 0.10500000, -0.321140, 10.000, 1000.0,  998.2,  1.8,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.36425100, 0.10750000, -0.187088, 10.000, 1000.0,  998.3,  1.7,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.36675100, 0.11000000, -0.053035, 10.000, 1000.0,  998.4,  1.6,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.36925100, 0.11250000, 0.081018, 10.000, 1000.0,  998.4,  1.6,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.37175100, 0.11500000, 0.215071, 10.000, 1000.0,  998.5,  1.5,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.37425100, 0.11750000, 0.022968, 10.000, 1000.0,  998.5,  1.5,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.37675100, 0.12000000, 0.086909, 10.000, 1000.0,  998.6,  1.4,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
2697769.37925100, 0.12250000, -0.348009, 10.000, 1000.0,  998.7,  1.3,  0.79,  0.83, -0.04,  0.0,  0.0,  0.0
