Experiment: Force vs. Position
Motor type: Motor Fiber
Fiber length (mm): 10
Number of fibers: 3
Insulator: One
State: A
Sample rate (Hz): 400
Absolute time (s), Relative time (s), Force (mN), Position (mm), hv_set (V), hv_vm (V), hv_err (V), lv_set (V), lv_vm (V), lv_err (V),cm_w1 (uA), cm_w2 (uA), cm_w3 (uA)
2697426.61645500, 0.00000000, -0.355595, 20.000, 1500.0, 1500.4, -0.4,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.61895500, 0.00250000, 0.213728, 20.000, 1500.0, 1500.3, -0.3,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.62145500, 0.00500000, 0.182928, 20.000, 1500.0, 1500.3, -0.3,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.62395500, 0.00750000, -0.002925, 20.000, 1500.0, 1500.2, -0.2,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.62645500, 0.01000000, -0.491770, 20.000, 1500.0, 1500.1, -0.1,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.62895500, 0.01250000, -0.312049, 20.000, 1500.0, 1500.0, -0.0,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.63145500, 0.01500000, -0.202780, 20.000, 1500.0, 1499.9,  0.1,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.63395500, 0.01750000, -0.319756, 20.000, 1500.0, 1499.8,  0.2,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.63645500, 0.02000000, -0.466156, 20.000, 1500.0, 1499.8,  0.2,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.63895500, 0.02250000, -0.025894, 20.000, 1500.0, 1499.7,  0.3,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.64145500, 0.02500000, 0.299266, 20.000, 1500.0, 1499.6,  0.4,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.64395500, 0.02750000, 0.282230, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.64645500, 0.03000000, 0.052478, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.64895500, 0.03250000, -0.177274, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.65145500, 0.03500000, -0.298995, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.65395500, 0.03750000, -0.318912, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.65645500, 0.04000000, -0.338830, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.65895500, 0.04250000, 0.290439, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.66145500, 0.04500000, 0.140684, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.66395500, 0.04750000, -0.343164, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.66645500, 0.05000000, -0.255715, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.66895500, 0.05250000, -0.171126, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.67145500, 0.05500000, -0.090833, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.67395500, 0.05750000, -0.010540, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.67645500, 0.06000000, -0.145458, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.67895500, 0.06250000, -0.137657, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.68145500, 0.06500000, -0.008520, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.68395500, 0.06750000, 0.120616, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.68645500, 0.07000000, 0.193661, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.68895500, 0.07250000, -0.119083, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.69145500, 0.07500000, -0.230290, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
2697426.69395500, 0.07750000, -0.341498, 20.000, 1500.0, 1499.5,  0.5,  1.50,  1.44,  0.06,  0.0,  0.0,  0.0
