Time (s), Force (mN), hv_set (V), hv_vm (V), hv_err (V), lv_set (V), lv_vm (V), lv_err (V), cm_w1 (uA), cm_w2 (uA), cm_w3 (uA)
2091289.80118330, 44847.608148, 6646592,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.80368330, 44847.608148, 6646592,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.80618330, 44847.608148, 6646592,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.80868330, 44847.608148, 6646592,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.81118330, 44848.077406, 6646592,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.81368330, 44848.714938, 6646592,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.81618330, 44848.882773, 6646592,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.81868330, 44848.939313, 6646592,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.82118330, 44848.199647, 6646592,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.82368330, 44847.206104, 6646592,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.82618330, 44846.703227, 6646593,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.82868330, 44846.963159, 6646596,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.83118330, 44847.302035, 6646598,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.83368330, 44847.887634, 6646601,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.83618330, 44848.174551, 6646603,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.83868330, 44848.117564, 6646606,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.84118330, 44847.603698, 6646609,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.84368330, 44846.989218, 6646611,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.84618330, 44846.731558, 6646614,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.84868330, 44846.720811, 6646616,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.85118330, 44847.514414, 6646619,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.85368330, 44848.479216, 6646621,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
2091289.85618330, 44848.826038, 6646624,    0, 2, -2.0, 0.0, 0.0,  0,  0,  0
