Time (s), Force (mN), hv_set (V), hv_vm (V), hv_err (V), lv_set (V), lv_vm (V), lv_err (V), cm_w1 (uA), cm_w2 (uA), cm_w3 (uA)
2586415.83976320, 44855.145169, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.84226320, 44855.145169, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.84476320, 44855.145169, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.84726320, 44855.145169, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.84976320, 44855.145169, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.85226320, 44855.337603, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.85476320, 44855.545126, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.85726320, 44856.430195, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.85976320, 44857.522754, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.86226320, 44857.807180, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.86476320, 44857.514274, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.86726320, 44856.497915, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.87226320, 44854.941207, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.87476320, 44855.718831, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.87726320, 44857.101719, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.87976320, 44858.066835, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.88226320, 44858.000732, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.88476320, 44857.849446, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.88726320, 44857.698160, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.88976320, 44855.646357, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.89226320, 44855.144530, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.89476320, 44855.372867, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.89726320, 44856.308287, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.89976320, 44857.492299, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.90226320, 44857.553350, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.90476320, 44857.342625, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.90726320, 44856.836831, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.90976320, 44856.609522, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.91226320, 44856.382212, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.91476320, 44856.154902, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.91726320, 44856.602113, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.91976320, 44857.518296, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.92226320, 44857.927241, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.92476320, 44857.825415, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.92726320, 44856.869464, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.92976320, 44855.821324, 1000,  998, 2, 0.79, 0.83, -0.04,  0,  0,  0
2586415.93226320, 44855.225240, 1000,  997, 3, 0.79, 0.83, -0.04,  0,  0,  0
2586415.93476320, 44855.213161, 1000,  997, 3, 0.79, 0.83, -0.04,  0,  0,  0
2586415.93726320, 44855.711750, 1000,  997, 3, 0.79, 0.83, -0.04,  0,  0,  0
2586415.93976320, 44857.145378, 1000,  997, 3, 0.79, 0.83, -0.04,  0,  0,  0
2586415.94226320, 44857.642283, 1000,  996, 4, 0.79, 0.83, -0.04,  0,  0,  0
2586415.94476320, 44857.723796, 1000,  996, 4, 0.79, 0.83, -0.04,  0,  0,  0
2586415.94726320, 44857.805310, 1000,  996, 4, 0.79, 0.83, -0.04,  0,  0,  0
2586415.94976320, 44857.886824, 1000,  996, 4, 0.79, 0.83, -0.04,  0,  0,  0
2586415.95226320, 44856.257267, 1000,  996, 4, 0.79, 0.83, -0.04,  0,  0,  0
2586415.95476320, 44855.475034, 1000,  996, 4, 0.79, 0.83, -0.04,  0,  0,  0
2586415.95726320, 44856.480715, 1000,  996, 4, 0.79, 0.83, -0.04,  0,  0,  0
2586415.95976320, 44857.477858, 1000,  997, 3, 0.79, 0.83, -0.04,  0,  0,  0
