Time (s), Force (mN), hv_set (V), hv_vm (V), hv_err (V), lv_set (V), lv_vm (V), lv_err (V), cm_w1 (uA), cm_w2 (uA), cm_w3 (uA)
2076482.14073280, 44854.803063,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.14260600, 44854.803063,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.14961820, 44854.567865,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.15178000, 44854.567865,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.15665310, 44854.599937,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.15885570, 44854.599937,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.16051590, 44854.599937,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.16947800, 44854.599937,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.17189110, 44854.503720,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.17456060, 44854.418194,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.17654460, 44854.418194,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.17850840, 44854.418194,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.18046280, 44854.418194,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.18257980, 44854.418194,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.18456480, 44854.428884,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.18650930, 44854.428884,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.18854620, 44854.428884,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.19048950, 44854.428884,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.19244230, 44854.428884,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.19446540, 44854.642701,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.19649810, 44854.642701,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.19847960, 44854.642701,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.20806300, 44854.642701,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.20950040, 44854.557174,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.21153430, 44854.557174,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
2076482.21344870, 44854.557174,    0,    1, -1, 0.0, 0.0, 0.0,  0,  0,  0
