Experiment: Force vs. Position
Motor type: Motor Fiber
Fiber length (mm): 
Number of fibers: 
Insulator: 
State: A
Sample rate (Hz): 400
Absolute time (s), Relative time (s), Force (mN), Position (mm), hv_set (V), hv_vm (V), hv_err (V), lv_set (V), lv_vm (V), lv_err (V),cm_w1 (uA), cm_w2 (uA), cm_w3 (uA)
2779637.56344000, 0.0000, -1.448639, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.56594000, 0.0025, -2.094722, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.56844000, 0.0050, -2.159146, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.57094000, 0.0075, -1.058560, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.57344000, 0.0100, 1.226035, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.57594000, 0.0125, 1.917559, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.57844000, 0.0150, 1.917559, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.58094000, 0.0175, 1.701838, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.58344000, 0.0200, 0.729422, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.58594000, 0.0225, -0.242326, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.58844000, 0.0250, -0.571241, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.59094000, 0.0275, -0.215156, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.59344000, 0.0300, 0.145453, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.59594000, 0.0325, 0.506062, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.59844000, 0.0350, 0.722309, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.60094000, 0.0375, 0.180770, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.60344000, 0.0400, -0.750484, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.60594000, 0.0425, -1.554289, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.60844000, 0.0450, -1.906328, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.61094000, 0.0475, -2.258368, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.61344000, 0.0500, -0.221725, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.61594000, 0.0525, 1.519922, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.61844000, 0.0550, 1.721445, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.62094000, 0.0575, 1.922968, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.62344000, 0.0600, 1.682538, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.62594000, 0.0625, -0.598275, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.63094000, 0.0675, 0.082897, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.63344000, 0.0700, 0.785197, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.63594000, 0.0725, 1.074750, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.63844000, 0.0750, 1.364303, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.64094000, 0.0775, 0.111325, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.64344000, 0.0800, -1.231455, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.64594000, 0.0825, -2.196883, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.64844000, 0.0850, -1.613831, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.65094000, 0.0875, -0.601900, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.65344000, 0.0900, 0.788073, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.65594000, 0.0925, 1.904301, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.65844000, 0.0950, 1.596307, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.66094000, 0.0975, 0.993093, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.66344000, 0.1000, 0.184531, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.66594000, 0.1025, -0.741456, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.66844000, 0.1050, -1.493813, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.67094000, 0.1075, -0.964640, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.67344000, 0.1100, -0.435467, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.67594000, 0.1125, 0.093705, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.67844000, 0.1150, 0.622878, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.68094000, 0.1175, 0.255458, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.68344000, 0.1200, -0.322976, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.68594000, 0.1225, -0.669791, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.68844000, 0.1250, -1.016606, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.69094000, 0.1275, -1.363421, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.69344000, 0.1300, 0.095698, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.69594000, 0.1325, 1.396630, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.69844000, 0.1350, 1.592246, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.70094000, 0.1375, 1.518569, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.70344000, 0.1400, -0.003686, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.70594000, 0.1425, -1.451028, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.70844000, 0.1450, -2.195530, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.71094000, 0.1475, -0.973771, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.71344000, 0.1500, 0.952672, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.71594000, 0.1525, 2.188922, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.71844000, 0.1550, 1.825779, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.72094000, 0.1575, 1.170074, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.72344000, 0.1600, -0.409832, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.72594000, 0.1625, -2.135772, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.72844000, 0.1650, -1.679119, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.73094000, 0.1675, -0.489871, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.73344000, 0.1700, -0.261886, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.73594000, 0.1725, -0.033901, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.73844000, 0.1750, 0.194084, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.74094000, 0.1775, 0.422069, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.74344000, 0.1800, 0.650055, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.74594000, 0.1825, 0.878040, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.74844000, 0.1850, -0.577747, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.75094000, 0.1875, 0.324779, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.75344000, 0.1900, 1.135996, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
2779637.75594000, 0.1925, 1.599987, 10.027, 1000.0,    2.0,  998.0,  0.79,  0.00,  0.79,  0.0,  0.0,  0.0
