Experiment: Force vs. Position
Motor type: Motor Fiber
Fiber length (mm): 20
Number of fibers: 3
Insulator: pvdf(hfp)
State: C
Sample rate (Hz): 400
Absolute time (s), Relative time (s), Force (mN), Position (mm), hv_set (kV), hv_vm (kV), hv_err (V), lv_set (V), lv_vm (V), lv_err (V), cm_w1 (uA), cm_w2 (uA), cm_w3 (uA)

2859096.30237140, 0.0000,  22.776569, 13.000, 2500.0, 2499.4,  0.6, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.30487140, 0.0025,  23.151402, 13.000, 2500.0, 2499.5,  0.5, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.30737140, 0.0050,  23.068768, 13.000, 2500.0, 2499.6,  0.4, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.30987140, 0.0075,  22.611176, 13.000, 2500.0, 2499.6,  0.4, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.31237140, 0.0100,  22.153585, 13.000, 2500.0, 2499.7,  0.3, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.31487140, 0.0125,  20.151590, 13.000, 2500.0, 2499.8,  0.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.31737140, 0.0150,  20.057301, 13.000, 2500.0, 2499.9,  0.1, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.31987140, 0.0175,  20.289523, 13.000, 2500.0, 2499.9,  0.1, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.32237140, 0.0200,  20.521744, 13.000, 2500.0, 2500.0, -0.0, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.32487140, 0.0225,  20.753966, 13.000, 2500.0, 2500.1, -0.1, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.32737140, 0.0250,  21.700107, 13.000, 2500.0, 2500.2, -0.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.32987140, 0.0275,  22.506866, 13.000, 2500.0, 2500.3, -0.3, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.33237140, 0.0300,  21.859423, 13.000, 2500.0, 2500.3, -0.3, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.33487140, 0.0325,  20.996338, 13.000, 2500.0, 2500.4, -0.4, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.33737140, 0.0350,  20.021911, 13.000, 2500.0, 2500.5, -0.5, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.33987140, 0.0375,  21.528252, 13.000, 2500.0, 2500.6, -0.6, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.34237140, 0.0400,  22.476319, 13.000, 2500.0, 2500.6, -0.6, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.34487140, 0.0425,  23.005161, 13.000, 2500.0, 2500.7, -0.7, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.34737140, 0.0450,  23.140461, 13.000, 2500.0, 2500.8, -0.8, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.34987140, 0.0475,  23.275761, 13.000, 2500.0, 2500.9, -0.9, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.35237140, 0.0500,  22.821105, 13.000, 2500.0, 2500.9, -0.9, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.35487140, 0.0525,  22.077499, 13.000, 2500.0, 2501.0, -1.0, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.35737140, 0.0550,  21.333894, 13.000, 2500.0, 2501.1, -1.1, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.35987140, 0.0575,  21.295302, 13.000, 2500.0, 2501.2, -1.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.36237140, 0.0600,  22.222188, 13.000, 2500.0, 2501.1, -1.1, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.36487140, 0.0625,  22.840522, 13.000, 2500.0, 2500.9, -0.9, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.36737140, 0.0650,  23.010861, 13.000, 2500.0, 2500.8, -0.8, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.36987140, 0.0675,  22.782652, 13.000, 2500.0, 2500.6, -0.6, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.37237140, 0.0700,  22.053668, 13.000, 2500.0, 2500.5, -0.5, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.37487140, 0.0725,  20.792651, 13.000, 2500.0, 2500.3, -0.3, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.37737140, 0.0750,  20.801183, 13.000, 2500.0, 2500.2, -0.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.37987140, 0.0775,  21.853919, 13.000, 2500.0, 2500.0, -0.0, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.38237140, 0.0800,  22.853334, 13.000, 2500.0, 2499.9,  0.1, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.38487140, 0.0825,  23.180577, 13.000, 2500.0, 2499.7,  0.3, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.38737140, 0.0850,  22.902554, 13.000, 2500.0, 2499.6,  0.4, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859096.38987140, 0.0875,  22.625598, 13.000, 2500.0, 2499.4,  0.6, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859096.39237140, 0.0900,  22.404217, 13.000, 2500.0, 2499.3,  0.7, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859096.39487140, 0.0925,  22.182835, 13.000, 2500.0, 2499.2,  0.8, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859096.39737140, 0.0950,  21.961453, 13.000, 2500.0, 2499.0,  1.0, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859096.39987140, 0.0975,  22.047506, 13.000, 2500.0, 2498.9,  1.1, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859096.40237140, 0.1000,  22.618251, 13.000, 2500.0, 2498.7,  1.3, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859096.40487140, 0.1025,  23.474740, 13.000, 2500.0, 2498.6,  1.4, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.40737140, 0.1050,  23.543434, 13.000, 2500.0, 2498.4,  1.6, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.40987140, 0.1075,  23.555273, 13.000, 2500.0, 2498.3,  1.7, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.41237140, 0.1100,  22.416338, 13.000, 2500.0, 2498.1,  1.9, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.41487140, 0.1125,  21.536949, 13.000, 2500.0, 2498.0,  2.0, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.41737140, 0.1150,  20.891036, 13.000, 2500.0, 2497.8,  2.2, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.41987140, 0.1175,  20.245122, 13.000, 2500.0, 2497.7,  2.3, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.42237140, 0.1200,  21.988257, 13.000, 2500.0, 2497.6,  2.4, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.42487140, 0.1225,  22.917901, 13.000, 2500.0, 2497.4,  2.6, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.42987140, 0.1275,  22.818176, 13.000, 2500.0, 2497.2,  2.8, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.43237140, 0.1300,  21.962001, 13.000, 2500.0, 2497.4,  2.6, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.43487140, 0.1325,  20.825373, 13.000, 2500.0, 2497.5,  2.5, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.43737140, 0.1350,  20.571341, 13.000, 2500.0, 2497.7,  2.3, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.43987140, 0.1375,  21.414980, 13.000, 2500.0, 2497.8,  2.2, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.44237140, 0.1400,  22.744208, 13.000, 2500.0, 2498.0,  2.0, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.44487140, 0.1425,  22.899197, 13.000, 2500.0, 2498.2,  1.8, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.44737140, 0.1450,  23.054186, 13.000, 2500.0, 2498.3,  1.7, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.44987140, 0.1475,  22.807718, 13.000, 2500.0, 2498.5,  1.5, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.45237140, 0.1500,  21.366881, 13.000, 2500.0, 2498.6,  1.4, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.45487140, 0.1525,  19.975512, 13.000, 2500.0, 2498.8,  1.2, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859096.45737140, 0.1550,  20.016014, 13.000, 2500.0, 2499.0,  1.0, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859096.45987140, 0.1575,  20.283922, 13.000, 2500.0, 2499.1,  0.9, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859096.46237140, 0.1600,  20.551830, 13.000, 2500.0, 2499.3,  0.7, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859096.46487140, 0.1625,  20.819738, 13.000, 2500.0, 2499.4,  0.6, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859096.46737140, 0.1650,  21.087646, 13.000, 2500.0, 2499.6,  0.4, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859096.46987140, 0.1675,  22.037345, 13.000, 2500.0, 2499.8,  0.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.47237140, 0.1700,  22.037345, 13.000, 2500.0, 2499.9,  0.1, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.47487140, 0.1725,  22.037345, 13.000, 2500.0, 2500.1, -0.1, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.47737140, 0.1750,  22.037345, 13.000, 2500.0, 2500.3, -0.3, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.47987140, 0.1775,  22.321193, 13.000, 2500.0, 2500.4, -0.4, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.48237140, 0.1800,  22.972591, 13.000, 2500.0, 2500.6, -0.6, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.48487140, 0.1825,  23.541876, 13.000, 2500.0, 2500.7, -0.7, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.48737140, 0.1850,  23.535425, 13.000, 2500.0, 2500.9, -0.9, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.48987140, 0.1875,  22.325127, 13.000, 2500.0, 2501.1, -1.1, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.49237140, 0.1900,  21.622381, 13.000, 2500.0, 2501.2, -1.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.49487140, 0.1925,  21.349628, 13.000, 2500.0, 2501.2, -1.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.49737140, 0.1950,  21.165991, 13.000, 2500.0, 2501.2, -1.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.49987140, 0.1975,  21.124279, 13.000, 2500.0, 2501.2, -1.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.50237140, 0.2000,  22.408815, 13.000, 2500.0, 2501.2, -1.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.50487140, 0.2025,  23.179277, 13.000, 2500.0, 2501.2, -1.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.50737140, 0.2050,  23.107478, 13.000, 2500.0, 2501.2, -1.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.50987140, 0.2075,  22.489848, 13.000, 2500.0, 2501.2, -1.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.51237140, 0.2100,  21.467492, 13.000, 2500.0, 2501.2, -1.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.51487140, 0.2125,  21.217126, 13.000, 2500.0, 2501.2, -1.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.51737140, 0.2150,  20.553638, 13.000, 2500.0, 2501.2, -1.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.51987140, 0.2175,  21.711607, 13.000, 2500.0, 2501.0, -1.0, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.52237140, 0.2200,  22.827367, 13.000, 2500.0, 2500.8, -0.8, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.52487140, 0.2225,  23.403424, 13.000, 2500.0, 2500.5, -0.5, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.52737140, 0.2250,  23.210217, 13.000, 2500.0, 2500.3, -0.3, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.52987140, 0.2275,  22.768783, 13.000, 2500.0, 2500.1, -0.1, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.53237140, 0.2300,  21.798309, 13.000, 2500.0, 2499.8,  0.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.53487140, 0.2325,  21.182647, 13.000, 2500.0, 2499.6,  0.4, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.53737140, 0.2350,  20.205617, 13.000, 2500.0, 2499.4,  0.6, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859096.53987140, 0.2375,  20.424347, 13.000, 2500.0, 2499.1,  0.9, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859096.54237140, 0.2400,  20.643078, 13.000, 2500.0, 2498.9,  1.1, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859096.54487140, 0.2425,  20.861809, 13.000, 2500.0, 2498.6,  1.4, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859096.54737140, 0.2450,  21.182896, 13.000, 2500.0, 2498.4,  1.6, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859096.54987140, 0.2475,  21.723703, 13.000, 2500.0, 2498.2,  1.8, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859096.55237140, 0.2500,  22.264510, 13.000, 2500.0, 2497.9,  2.1, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.55487140, 0.2525,  22.731806, 13.000, 2500.0, 2497.7,  2.3, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.55737140, 0.2550,  21.960820, 13.000, 2500.0, 2497.5,  2.5, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.55987140, 0.2575,  21.189835, 13.000, 2500.0, 2497.2,  2.8, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.56237140, 0.2600,  20.418849, 13.000, 2500.0, 2497.0,  3.0, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.56487140, 0.2625,  21.492179, 13.000, 2500.0, 2496.7,  3.3, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.56737140, 0.2650,  23.252819, 13.000, 2500.0, 2496.5,  3.5, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.56987140, 0.2675,  22.819775, 13.000, 2500.0, 2496.3,  3.7, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.57237140, 0.2700,  22.254278, 13.000, 2500.0, 2496.0,  4.0, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.57487140, 0.2725,  21.347238, 13.000, 2500.0, 2495.8,  4.2, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.57737140, 0.2750,  21.101748, 13.000, 2500.0, 2495.6,  4.4, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859096.58237140, 0.2800,  23.243859, 13.000, 2500.0, 2495.2,  4.8, 2.93,  2.84,  0.10, 0.0,  0.0,  0.0
2859096.58487140, 0.2825,  23.750066, 13.000, 2500.0, 2495.4,  4.6, 2.93,  2.84,  0.10, 0.0,  0.0,  0.0
