Experiment: Force vs. Position
Motor type: Motor Fiber
Fiber length (mm): 20
Number of fibers: 3
Insulator: pvdf(hfp)
State: A
Sample rate (Hz): 400
Absolute time (s), Relative time (s), Force (mN), Position (mm), hv_set (kV), hv_vm (kV), hv_err (V), lv_set (V), lv_vm (V), lv_err (V), cm_w1 (uA), cm_w2 (uA), cm_w3 (uA)

2859066.02712220, 0.0000,  21.455333, 12.800, 2500.0, 2498.4,  1.6, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859066.02962220, 0.0025,  24.292559, 12.800, 2500.0, 2498.3,  1.7, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859066.03212220, 0.0050,  24.895916, 12.800, 2500.0, 2498.1,  1.9, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859066.03462220, 0.0075,  25.150395, 12.800, 2500.0, 2498.0,  2.0, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859066.03712220, 0.0100,  24.932045, 12.800, 2500.0, 2497.8,  2.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859066.03962220, 0.0125,  24.181190, 12.800, 2500.0, 2497.7,  2.3, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859066.04212220, 0.0150,  23.486901, 12.800, 2500.0, 2497.5,  2.5, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859066.04462220, 0.0175,  22.829525, 12.800, 2500.0, 2497.4,  2.6, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859066.04712220, 0.0200,  22.172149, 12.800, 2500.0, 2497.2,  2.8, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859066.04962220, 0.0225,  21.514773, 12.800, 2500.0, 2497.1,  2.9, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859066.05212220, 0.0250,  22.003902, 12.800, 2500.0, 2497.0,  3.0, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859066.05462220, 0.0275,  24.263546, 12.800, 2500.0, 2496.8,  3.2, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859066.05712220, 0.0300,  25.243035, 12.800, 2500.0, 2496.7,  3.3, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859066.05962220, 0.0325,  24.648501, 12.800, 2500.0, 2496.5,  3.5, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859066.06212220, 0.0350,  24.053967, 12.800, 2500.0, 2496.4,  3.6, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859066.06462220, 0.0375,  23.459433, 12.800, 2500.0, 2496.2,  3.8, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859066.06712220, 0.0400,  22.774886, 12.800, 2500.0, 2496.1,  3.9, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859066.06962220, 0.0425,  23.301309, 12.800, 2500.0, 2495.9,  4.1, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859066.07212220, 0.0450,  24.029373, 12.800, 2500.0, 2495.8,  4.2, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859066.07462220, 0.0475,  24.552790, 12.800, 2500.0, 2495.7,  4.3, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859066.07712220, 0.0500,  24.449063, 12.800, 2500.0, 2495.5,  4.5, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859066.07962220, 0.0525,  23.434155, 12.800, 2500.0, 2495.4,  4.6, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859066.08212220, 0.0550,  22.419246, 12.800, 2500.0, 2495.2,  4.8, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859066.08462220, 0.0575,  21.675633, 12.800, 2500.0, 2495.3,  4.7, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859066.08712220, 0.0600,  21.657748, 12.800, 2500.0, 2495.6,  4.4, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859066.08962220, 0.0625,  24.341006, 12.800, 2500.0, 2495.9,  4.1, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859066.09212220, 0.0650,  24.957770, 12.800, 2500.0, 2496.2,  3.8, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859066.09462220, 0.0675,  25.382148, 12.800, 2500.0, 2496.5,  3.5, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859066.09712220, 0.0700,  24.330004, 12.800, 2500.0, 2496.8,  3.2, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859066.09962220, 0.0725,  23.388312, 12.800, 2500.0, 2497.1,  2.9, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859066.10212220, 0.0750,  22.210791, 12.800, 2500.0, 2497.4,  2.6, 2.93,  2.84,  0.09, 0.0,  0.0,  0.0
2859066.10462220, 0.0775,  21.532176, 12.800, 2500.0, 2497.7,  2.3, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859066.10712220, 0.0800,  20.860315, 12.800, 2500.0, 2498.0,  2.0, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859066.10962220, 0.0825,  24.011221, 12.800, 2500.0, 2498.3,  1.7, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859066.11212220, 0.0850,  25.615662, 12.800, 2500.0, 2498.6,  1.4, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859066.11462220, 0.0875,  25.677712, 12.800, 2500.0, 2498.9,  1.1, 2.93,  2.85,  0.09, 0.0,  0.0,  0.0
2859066.11712220, 0.0900,  25.089466, 12.800, 2500.0, 2499.2,  0.8, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859066.11962220, 0.0925,  23.897466, 12.800, 2500.0, 2499.5,  0.5, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859066.12212220, 0.0950,  22.644558, 12.800, 2500.0, 2499.8,  0.2, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859066.12462220, 0.0975,  22.643493, 12.800, 2500.0, 2500.1, -0.1, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859066.12712220, 0.1000,  22.483174, 12.800, 2500.0, 2500.4, -0.4, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
2859066.12962220, 0.1025,  23.283308, 12.800, 2500.0, 2500.7, -0.7, 2.93,  2.85,  0.08, 0.0,  0.0,  0.0
