--------------------Experiment_Info------------------------

Datetime: 16-57-49_25-06-2024
Characterization: Static
Mode: Auto
Experiment: Force vs. Position
Modulation: OFF

-----------------------Motor_Info--------------------------

Motor type: Motor Fiber
Motor name: 
Fiber length (mm): 
Number of fibers: 
Insulator: 

---------------------Program_Info-------------------------

Sample rate (Hz): 400

----------------------Data_Info---------------------------

state, abs. t (s), rel. t (s), F (mN), p (mm), v (mm/s), hv_set (kV), hv_vm (kV), hv_err (V), cm_w1 (uA), cm_w2 (uA), cm_w3 (uA)

B, 3386483.84930760, 0.0000,  1.115232, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.85180760, 0.0025,  0.681892, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.85430760, 0.0050, -0.069223, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.85680760, 0.0075, -0.240477, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.85930760, 0.0100, -0.335434, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.86180760, 0.0125, -0.390445, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.86430760, 0.0150, -0.445457, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.86680760, 0.0175,  0.582543, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.86930760, 0.0200,  1.320905, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.87180760, 0.0225,  0.460924, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.87430760, 0.0250, -0.458720, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.87680760, 0.0275, -1.110041, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.87930760, 0.0300, -1.365803, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.88180760, 0.0325, -1.580757, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.88430760, 0.0350,  0.305966, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.88680760, 0.0375,  0.436905, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.88930760, 0.0400,  0.555520, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.89180760, 0.0425,  0.645039, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.89430760, 0.0450,  0.041681, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.89680760, 0.0475, -0.548423, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.89930760, 0.0500, -0.656264, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.90180760, 0.0525, -0.518813, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.90430760, 0.0550, -0.518813, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.90680760, 0.0575,  0.040760, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.90930760, 0.0600,  1.064351, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.91180760, 0.0625,  0.606323, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.91430760, 0.0650,  0.009446, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.91680760, 0.0675, -0.093044, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.91930760, 0.0700, -0.163350, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.92180760, 0.0725, -0.187031, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.92430760, 0.0750, -0.026251, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.92680760, 0.0775,  0.199704, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
B, 3386483.92930760, 0.0800,  0.468048, 10.000, 4.0 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
