--------------------Experiment_Info------------------------

Datetime: 14-22-21_28-06-2024
Characterization: Static
Mode: Manual

-----------------------Motor_Info--------------------------

Motor type: Motor Fiber
Motor name: 
Fiber length (mm): 
Number of fibers: 
Insulator: 

---------------------Program_Info-------------------------

Sample rate (Hz): 400

-------------------Explanatory_Note-----------------------

When the PS is set ON, the variables (state, freq, DC, phase shifts) are recorded. If the PS is set OFF, the variables are recorded as "-".
Voltage aquired from the PS is recorded with a small delay raletivly to the other variables. The delay is due to the PS response time.

----------------------Data_Info---------------------------

state, abs. t (s), rel. t (s), F (mN), p (mm), v (mm/s), hv_set (kV), hv_vm (kV), hv_err (V), cm_w1 (uA), cm_w2 (uA), cm_w3 (uA)

-, 193203.58667290, 0.0000,  32.719890, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.58917290, 0.0025,  32.090636, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.59167290, 0.0050,  31.838323, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.59417290, 0.0075,  32.016977, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.59667290, 0.0100,  32.437694, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.59917290, 0.0125,  31.951949, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.60167290, 0.0150,  32.214215, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.60417290, 0.0175,  32.476481, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.60667290, 0.0200,  32.738748, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.60917290, 0.0225,  32.464112, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.61167290, 0.0250,  31.848652, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.61417290, 0.0275,  32.163968, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.61667290, 0.0300,  31.472145, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.61917290, 0.0325,  31.647277, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.62167290, 0.0350,  32.575793, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.62417290, 0.0375,  32.697724, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.62667290, 0.0400,  32.489252, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.62917290, 0.0425,  32.229293, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.63167290, 0.0450,  31.783372, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.63417290, 0.0475,  32.607292, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.63667290, 0.0500,  31.630504, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.63917290, 0.0525,  31.874036, 0.000, 4.0   0.0,  18.1, -18.1,  0.0,  0.0,  0.0
-, 193203.64167290, 0.0550,  32.986885, 0.000, 4.0   0.0,  17.8, -17.8,  0.0,  0.0,  0.0
-, 193203.64417290, 0.0575,  32.385035, 0.000, 4.0   0.0,  17.1, -17.1,  0.0,  0.0,  0.0
-, 193203.64667290, 0.0600,  32.164239, 0.000, 4.0   0.0,  16.4, -16.4,  0.0,  0.0,  0.0
-, 193203.64917290, 0.0625,  32.034491, 0.000, 4.0   0.0,  15.7, -15.7,  0.0,  0.0,  0.0
-, 193203.65167290, 0.0650,  31.861195, 0.000, 4.0   0.0,  15.0, -15.0,  0.0,  0.0,  0.0
-, 193203.65417290, 0.0675,  32.202191, 0.000, 4.0   0.0,  14.3, -14.3,  0.0,  0.0,  0.0
-, 193203.65667290, 0.0700,  31.867334, 0.000, 4.0   0.0,  13.6, -13.6,  0.0,  0.0,  0.0
-, 193203.65917290, 0.0725,  31.958995, 0.000, 4.0   0.0,  12.9, -12.9,  0.0,  0.0,  0.0
-, 193203.66167290, 0.0750,  32.538158, 0.000, 4.0   0.0,  12.2, -12.2,  0.0,  0.0,  0.0
-, 193203.66417290, 0.0775,  32.590924, 0.000, 4.0   0.0,  11.5, -11.5,  0.0,  0.0,  0.0
-, 193203.66667290, 0.0800,  32.211624, 0.000, 4.0   0.0,  10.8, -10.8,  0.0,  0.0,  0.0
-, 193203.66917290, 0.0825,  31.781038, 0.000, 4.0   0.0,  10.1, -10.1,  0.0,  0.0,  0.0
-, 193203.67167290, 0.0850,  31.994978, 0.000, 4.0   0.0,   9.4,  -9.4,  0.0,  0.0,  0.0
-, 193203.67417290, 0.0875,  32.008260, 0.000, 4.0   0.0,   8.7,  -8.7,  0.0,  0.0,  0.0
-, 193203.67667290, 0.0900,  31.806223, 0.000, 4.0   0.0,   8.0,  -8.0,  0.0,  0.0,  0.0
-, 193203.67917290, 0.0925,  32.003854, 0.000, 4.0   0.0,   7.3,  -7.3,  0.0,  0.0,  0.0
-, 193203.68167290, 0.0950,  32.488388, 0.000, 4.0   0.0,   6.6,  -6.6,  0.0,  0.0,  0.0
-, 193203.68417290, 0.0975,  32.881634, 0.000, 4.0   0.0,   5.9,  -5.9,  0.0,  0.0,  0.0
-, 193203.68667290, 0.1000,  32.680890, 0.000, 4.0   0.0,   5.2,  -5.2,  0.0,  0.0,  0.0
-, 193203.68917290, 0.1025,  32.479671, 0.000, 4.0   0.0,   4.5,  -4.5,  0.0,  0.0,  0.0
-, 193203.69167290, 0.1050,  32.300396, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.69417290, 0.1075,  31.883449, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.69667290, 0.1100,  31.800085, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.69917290, 0.1125,  32.044977, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.70167290, 0.1150,  32.567933, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.70417290, 0.1175,  32.512179, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.70667290, 0.1200,  32.191341, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.70917290, 0.1225,  32.043813, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.71167290, 0.1250,  32.056865, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.71417290, 0.1275,  32.029779, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.71667290, 0.1300,  31.943254, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.71917290, 0.1325,  32.170476, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.72167290, 0.1350,  32.449838, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.72417290, 0.1375,  32.679211, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.72667290, 0.1400,  32.908584, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.72917290, 0.1425,  33.026605, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.73167290, 0.1450,  32.864665, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.73417290, 0.1475,  32.702724, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.73667290, 0.1500,  32.540784, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.73917290, 0.1525,  32.140653, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.74167290, 0.1550,  32.744738, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.74417290, 0.1575,  32.976469, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.74667290, 0.1600,  32.860300, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.74917290, 0.1625,  32.378269, 0.000, 4.0   0.0,   3.8,  -3.8,  0.0,  0.0,  0.0
-, 193203.75167290, 0.1650,  31.896239, 0.000, 4.0   0.0,   3.5,  -3.5,  0.0,  0.0,  0.0
-, 193203.75417290, 0.1675,  32.462044, 0.000, 4.0   0.0,   3.2,  -3.2,  0.0,  0.0,  0.0
-, 193203.75667290, 0.1700,  32.256495, 0.000, 4.0   0.0,   2.9,  -2.9,  0.0,  0.0,  0.0
-, 193203.75917290, 0.1725,  32.270134, 0.000, 4.0   0.0,   2.5,  -2.5,  0.0,  0.0,  0.0
-, 193203.76167290, 0.1750,  32.775225, 0.000, 4.0   0.0,   2.2,  -2.2,  0.0,  0.0,  0.0
-, 193203.76417290, 0.1775,  32.739689, 0.000, 4.0   0.0,   2.2,  -2.2,  0.0,  0.0,  0.0
-, 193203.76667290, 0.1800,  32.076507, 0.000, 4.0   0.0,   2.7,  -2.7,  0.0,  0.0,  0.0
-, 193203.76917290, 0.1825,  31.919082, 0.000, 4.0   0.0,   3.2,  -3.2,  0.0,  0.0,  0.0
-, 193203.77417290, 0.1875,  32.004125, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.77667290, 0.1900,  31.734396, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.77917290, 0.1925,  32.361407, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.78167290, 0.1950,  33.019233, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.78417290, 0.1975,  32.992978, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.78667290, 0.2000,  32.878188, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.78917290, 0.2025,  32.763398, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.79167290, 0.2050,  32.638948, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.79417290, 0.2075,  32.475272, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.79667290, 0.2100,  32.287945, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.79917290, 0.2125,  32.791874, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
-, 193203.80167290, 0.2150,  32.972952, 0.000, 4.0   0.0,   4.0,  -4.0,  0.0,  0.0,  0.0
