--------------------Experiment_Info------------------------

Datetime: 16-51-12_28-06-2024
Characterization: Static
Mode: Manual

-----------------------Motor_Info--------------------------

Motor type: Motor Fiber
Motor name: 
Fiber length (mm): 
Number of fibers: 
Insulator: 

---------------------Program_Info-------------------------

Sample rate (Hz): 400

-------------------Explanatory_Note-----------------------

When the PS is set ON, the variables (state, freq, DC, phase shifts) are recorded. If the PS is set OFF, the variables are recorded as "-".
Voltage aquired from the PS is recorded with a small delay raletivly to the other variables. The delay is due to the PS response time.

----------------------Data_Info---------------------------

state, abs. t (s), rel. t (s), F (mN), p (mm), v (mm/s), hv_set (kV), hv_vm (kV), hv_err (V), cm_w1 (uA), cm_w2 (uA), cm_w3 (uA)

-, 202134.64454110, 0.0000, -22.516665, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.64704110, 0.0025, -22.499918, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.64954110, 0.0050, -22.440527, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.65204110, 0.0075, -22.431796, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.65454110, 0.0100, -22.643666, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.65704110, 0.0125, -22.516330, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.65954110, 0.0150, -22.251468, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.66204110, 0.0175, -22.425842, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.66454110, 0.0200, -22.570229, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.66704110, 0.0225, -22.492501, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.66954110, 0.0250, -22.447988, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.67204110, 0.0275, -22.483600, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.67454110, 0.0300, -22.587948, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.67704110, 0.0325, -22.439910, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.67954110, 0.0350, -22.268867, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.68204110, 0.0375, -22.374313, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.68454110, 0.0400, -22.515313, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.68704110, 0.0425, -22.496267, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.68954110, 0.0450, -22.426747, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.69204110, 0.0475, -22.423700, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.69454110, 0.0500, -22.567141, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.69954110, 0.0550, -22.335230, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.70204110, 0.0575, -22.375721, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.70454110, 0.0600, -22.488145, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.70704110, 0.0625, -22.510128, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.70954110, 0.0650, -22.432767, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.71204110, 0.0675, -22.434358, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.71454110, 0.0700, -22.528385, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.71704110, 0.0725, -22.536956, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.71954110, 0.0750, -22.545527, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.72204110, 0.0775, -22.333217, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.72454110, 0.0800, -22.402638, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.72704110, 0.0825, -22.511056, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.72954110, 0.0850, -22.399777, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.73204110, 0.0875, -22.407222, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.73454110, 0.0900, -22.495691, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
-, 202134.73704110, 0.0925, -22.585266, 1.200, 4.0   0.0,   2.0,  -2.0,  0.0,  0.0,  0.0
