--------------------Experiment_Info------------------------

Datetime: 15-48-55_21-06-2024
Characterization: Static
Mode: Manual

-----------------------Motor_Info--------------------------

Motor type: Motor Fiber
Motor name: 
Fiber length (mm): 
Number of fibers: 
Insulator: 

---------------------Program_Info-------------------------

Sample rate (Hz): 400

----------------------Data_Info---------------------------

state,abs. t (s), rel. t (s), F (mN), p (mm), v (mm/s), hv_set (kV), hv_vm (kV), hv_err (V), cm_w1 (uA), cm_w2 (uA), cm_w3 (uA)

A,3036735.5411675,0.0,44854.55717415906,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.5436675,0.0024999999441206455,44854.26055629014,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.5461675,0.004999999888241291,44853.71434728627,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.5486675,0.007499999832361937,44854.37444770152,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.5511674997,0.009999999776482582,44855.38221165495,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.5536674997,0.012499999720603228,44855.69350075376,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.5561674996,0.014999999664723873,44855.73100459452,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.5586674996,0.01749999960884452,44855.768508435285,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.5611674995,0.019999999552965164,44855.80601227605,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.5636674995,0.02249999949708581,44855.84351611681,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.5661674994,0.024999999441206455,44855.881019957575,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.5686674993,0.0274999993853271,44855.895700351,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.5711674993,0.029999999329447746,44855.6965440459,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.5736674992,0.03249999927356839,44855.4973877408,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.576167499,0.03499999921768904,44855.2982314357,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.578667499,0.03749999916180968,44855.0990751306,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.581167499,0.03999999910593033,44854.060846947534,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.583667499,0.042499999050050974,44853.06816308918,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.586167499,0.04499999899417162,44853.19384110533,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.588667499,0.047499998938292265,44853.63823981053,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.591167499,0.04999999888241291,44853.9152969447,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.593667499,0.052499998826533556,44854.192354078885,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.5961674987,0.0549999987706542,44854.46941121306,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
A,3036735.5986674987,0.05749999871477485,44854.746468347235,10.0,2.0,0.0,2.015,-2.015,0.0,0.0,0.0
