--------------------Experiment_Info------------------------

Datetime: 16-35-32_21-06-2024
Characterization: Static
Mode: Manual

-----------------------Motor_Info--------------------------

Motor type: Motor Fiber
Motor name: 
Fiber length (mm): 
Number of fibers: 
Insulator: 

---------------------Program_Info-------------------------

Sample rate (Hz): 400

----------------------Data_Info---------------------------

state, abs. t (s), rel. t (s), F (mN), p (mm), v (mm/s), hv_set (kV), hv_vm (kV), hv_err (V), cm_w1 (uA), cm_w2 (uA), cm_w3 (uA)
A, 3039533.19326340, 0.4250,  44854.207616, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.19576340, 0.4275,  44854.186529, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.19826340, 0.4300,  44854.322688, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.20076340, 0.4325,  44854.365128, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.20326340, 0.4350,  44854.407569, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.20576340, 0.4375,  44854.450009, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.20826340, 0.4400,  44854.492450, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.21076340, 0.4425,  44854.534890, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.21326340, 0.4450,  44854.526929, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.21576340, 0.4475,  44854.343390, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.21826340, 0.4500,  44854.159851, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.22076340, 0.4525,  44854.300935, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.22326340, 0.4550,  44854.162942, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.22576340, 0.4575,  44854.110089, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.22826340, 0.4600,  44854.108443, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.23076340, 0.4625,  44854.147201, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.23326340, 0.4650,  44854.185959, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.23576340, 0.4675,  44854.224718, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.23826340, 0.4700,  44854.263476, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.24076340, 0.4725,  44854.302234, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.24326340, 0.4750,  44854.340993, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.24576340, 0.4775,  44854.379751, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
A, 3039533.24826340, 0.4800,  44854.453743, 10.000, 2.0,  0.0,   2.0,  -2.0, 0.0,  0.0,  0.0
