--------------------Experiment_Info------------------------

Datetime: 13-19-52_29-07-2024
Characterization: Static
Mode: Auto
Experiment: Force vs. Frequency and Position
Modulation: ON
Control sequence: <PyQt6.QtWidgets.QLabel object at 0x0000026BEAF6FD90>
Modulation frequency (Hz): 10.0
Start position (mm): 45
End position (mm): 45
Step size (mm): 0
Target voltage (V): 2500
Start mod. freq. (Hz): 10
End mod. freq. (Hz): 50
Step mod. freq. (Hz): 10

-----------------------Motor_Info--------------------------

Motor type: Motor Fiber
Motor name: 
Fiber length (mm): 
Number of fibers: 
Insulator: 

---------------------Program_Info-------------------------

Sample rate (Hz): 400

----------------------Data_Info---------------------------

state, abs. t (s), rel. t (s), F (mN), p (mm), v (mm/s), hv_set (kV), hv_vm (kV), hv_err (V), cm_w1 (uA), cm_w2 (uA), cm_w3 (uA), freq (Hz), DC (%), ph1 (deg), ph2 (deg), ph3 (deg)
A-D, 3283.48852780, 1.0300,  0.348553, 45.000, 2.5, 2500.0, 2363.6,  136.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.49102780, 1.0325, -0.305192, 45.000, 2.5, 2500.0, 2375.9,  124.1,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.49352780, 1.0350, -0.625734, 45.000, 2.5, 2500.0, 2388.1,  111.9,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.49602780, 1.0375,  0.134355, 45.000, 2.5, 2500.0, 2400.3,  99.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.49852780, 1.0400,  0.399903, 45.000, 2.5, 2500.0, 2412.6,  87.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.50102780, 1.0425,  0.437537, 45.000, 2.5, 2500.0, 2424.8,  75.2,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.50352780, 1.0450,  0.063952, 45.000, 2.5, 2500.0, 2437.0,  63.0,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.50602780, 1.0475, -0.309632, 45.000, 2.5, 2500.0, 2449.3,  50.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.50852780, 1.0500, -0.470185, 45.000, 2.5, 2500.0, 2461.5,  38.5,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.51102780, 1.0525, -0.472816, 45.000, 2.5, 2500.0, 2473.7,  26.3,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.51352780, 1.0550, -0.465488, 45.000, 2.5, 2500.0, 2486.0,  14.0,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.51602780, 1.0575, -0.356233, 45.000, 2.5, 2500.0, 2498.2,   1.8,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.51852780, 1.0600, -0.246977, 45.000, 2.5, 2500.0, 2510.4, -10.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.52102780, 1.0625, -0.009558, 45.000, 2.5, 2500.0, 2522.7, -22.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.52352780, 1.0650,  0.355026, 45.000, 2.5, 2500.0, 2534.9, -34.9,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.52602780, 1.0675,  0.130072, 45.000, 2.5, 2500.0, 2535.1, -35.1,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.52852780, 1.0700, -0.629740, 45.000, 2.5, 2500.0, 2534.8, -34.8,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.53102780, 1.0725,  0.088997, 45.000, 2.5, 2500.0, 2534.5, -34.5,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.53352780, 1.0750,  0.157651, 45.000, 2.5, 2500.0, 2534.2, -34.2,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.53602780, 1.0775,  0.065461, 45.000, 2.5, 2500.0, 2533.9, -33.9,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.53852780, 1.0800,  0.152321, 45.000, 2.5, 2500.0, 2533.6, -33.6,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.54102780, 1.0825,  0.376785, 45.000, 2.5, 2500.0, 2533.2, -33.2,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.54352780, 1.0850,  0.111770, 45.000, 2.5, 2500.0, 2532.9, -32.9,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.54602780, 1.0875,  0.071743, 45.000, 2.5, 2500.0, 2532.6, -32.6,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.54852780, 1.0900,  0.242584, 45.000, 2.5, 2500.0, 2532.3, -32.3,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.55102780, 1.0925,  0.392021, 45.000, 2.5, 2500.0, 2532.0, -32.0,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.55352780, 1.0950,  0.342995, 45.000, 2.5, 2500.0, 2531.7, -31.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.55602780, 1.0975,  0.168872, 45.000, 2.5, 2500.0, 2531.4, -31.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.55852780, 1.1000,  0.149428, 45.000, 2.5, 2500.0, 2531.0, -31.0,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.56102780, 1.1025,  0.213197, 45.000, 2.5, 2500.0, 2530.7, -30.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.56352780, 1.1050,  0.239021, 45.000, 2.5, 2500.0, 2530.4, -30.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.56602780, 1.1075,  0.148088, 45.000, 2.5, 2500.0, 2530.1, -30.1,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.56852780, 1.1100,  0.057155, 45.000, 2.5, 2500.0, 2529.8, -29.8,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.57102780, 1.1125, -0.013924, 45.000, 2.5, 2500.0, 2529.5, -29.5,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.57352780, 1.1150, -0.038170, 45.000, 2.5, 2500.0, 2529.8, -29.8,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.57602780, 1.1175, -0.053714, 45.000, 2.5, 2500.0, 2530.3, -30.3,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.57852780, 1.1200,  0.093074, 45.000, 2.5, 2500.0, 2530.7, -30.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.58102780, 1.1225,  0.235868, 45.000, 2.5, 2500.0, 2531.2, -31.2,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.58352780, 1.1250,  0.132340, 45.000, 2.5, 2500.0, 2531.7, -31.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.58602780, 1.1275,  0.044022, 45.000, 2.5, 2500.0, 2532.2, -32.2,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.58852780, 1.1300,  0.014180, 45.000, 2.5, 2500.0, 2532.6, -32.6,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.59102780, 1.1325, -0.092601, 45.000, 2.5, 2500.0, 2533.1, -33.1,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.59352780, 1.1350, -0.392767, 45.000, 2.5, 2500.0, 2533.6, -33.6,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.59602780, 1.1375, -0.261660, 45.000, 2.5, 2500.0, 2534.0, -34.0,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.59852780, 1.1400, -0.033326, 45.000, 2.5, 2500.0, 2534.5, -34.5,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.60102780, 1.1425,  0.083385, 45.000, 2.5, 2500.0, 2535.0, -35.0,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.60352780, 1.1450, -0.163450, 45.000, 2.5, 2500.0, 2535.4, -35.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.60602780, 1.1475, -0.101382, 45.000, 2.5, 2500.0, 2535.1, -35.1,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.60852780, 1.1500,  0.066634, 45.000, 2.5, 2500.0, 2534.7, -34.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.61102780, 1.1525, -0.070629, 45.000, 2.5, 2500.0, 2534.3, -34.3,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.61352780, 1.1550, -0.274925, 45.000, 2.5, 2500.0, 2534.0, -34.0,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.61602780, 1.1575,  0.112310, 45.000, 2.5, 2500.0, 2533.6, -33.6,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.61852780, 1.1600,  0.186300, 45.000, 2.5, 2500.0, 2533.2, -33.2,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.62102780, 1.1625,  0.060649, 45.000, 2.5, 2500.0, 2532.9, -32.9,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.62352780, 1.1650,  0.035992, 45.000, 2.5, 2500.0, 2532.5, -32.5,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.62602780, 1.1675,  0.082875, 45.000, 2.5, 2500.0, 2532.1, -32.1,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.62852780, 1.1700,  0.129757, 45.000, 2.5, 2500.0, 2531.8, -31.8,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.63102780, 1.1725, -0.329212, 45.000, 2.5, 2500.0, 2531.4, -31.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.63352780, 1.1750, -0.329212, 45.000, 2.5, 2500.0, 2531.0, -31.0,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.63602780, 1.1775,  0.021116, 45.000, 2.5, 2500.0, 2530.7, -30.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.63852780, 1.1800,  0.064499, 45.000, 2.5, 2500.0, 2530.3, -30.3,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.64102780, 1.1825, -0.372536, 45.000, 2.5, 2500.0, 2529.9, -29.9,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.64602780, 1.1875,  0.251751, 45.000, 2.5, 2500.0, 2529.7, -29.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.64852780, 1.1900, -0.143338, 45.000, 2.5, 2500.0, 2530.4, -30.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.65102780, 1.1925,  0.485044, 45.000, 2.5, 2500.0, 2531.0, -31.0,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.65352780, 1.1950,  0.471291, 45.000, 2.5, 2500.0, 2531.6, -31.6,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.65602780, 1.1975, -0.257623, 45.000, 2.5, 2500.0, 2532.2, -32.2,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.65852780, 1.2000,  0.026089, 45.000, 2.5, 2500.0, 2532.9, -32.9,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.66102780, 1.2025,  0.593258, 45.000, 2.5, 2500.0, 2533.5, -33.5,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.66352780, 1.2050,  0.030422, 45.000, 2.5, 2500.0, 2534.1, -34.1,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.66602780, 1.2075, -0.384113, 45.000, 2.5, 2500.0, 2534.8, -34.8,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.66852780, 1.2100,  0.361354, 45.000, 2.5, 2500.0, 2535.4, -35.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.67102780, 1.2125,  0.453086, 45.000, 2.5, 2500.0, 2536.0, -36.0,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.67352780, 1.2150,  0.166603, 45.000, 2.5, 2500.0, 2536.7, -36.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.67602780, 1.2175, -0.502938, 45.000, 2.5, 2500.0, 2537.3, -37.3,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.67852780, 1.2200,  0.644776, 45.000, 2.5, 2500.0, 2537.9, -37.9,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.68102780, 1.2225,  0.545936, 45.000, 2.5, 2500.0, 2538.5, -38.5,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.68352780, 1.2250,  0.290967, 45.000, 2.5, 2500.0, 2539.2, -39.2,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.68602780, 1.2275,  0.210778, 45.000, 2.5, 2500.0, 2539.8, -39.8,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.68852780, 1.2300,  0.207031, 45.000, 2.5, 2500.0, 2540.4, -40.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.69102780, 1.2325,  0.203284, 45.000, 2.5, 2500.0, 2541.1, -41.1,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.69352780, 1.2350, -0.629708, 45.000, 2.5, 2500.0, 2541.3, -41.3,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.69602780, 1.2375, -0.008120, 45.000, 2.5, 2500.0, 2540.9, -40.9,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.69852780, 1.2400,  0.257332, 45.000, 2.5, 2500.0, 2540.5, -40.5,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.70102780, 1.2425,  0.204367, 45.000, 2.5, 2500.0, 2540.0, -40.0,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.70352780, 1.2450,  0.220529, 45.000, 2.5, 2500.0, 2539.6, -39.6,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.70602780, 1.2475,  0.476218, 45.000, 2.5, 2500.0, 2539.1, -39.1,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.70852780, 1.2500,  0.345037, 45.000, 2.5, 2500.0, 2538.7, -38.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.71102780, 1.2525, -0.018666, 45.000, 2.5, 2500.0, 2538.2, -38.2,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.71352780, 1.2550,  0.305576, 45.000, 2.5, 2500.0, 2537.8, -37.8,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.71602780, 1.2575,  0.419727, 45.000, 2.5, 2500.0, 2537.3, -37.3,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.71852780, 1.2600, -0.566734, 45.000, 2.5, 2500.0, 2536.9, -36.9,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.72102780, 1.2625, -0.433108, 45.000, 2.5, 2500.0, 2536.4, -36.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.72352780, 1.2650,  0.271019, 45.000, 2.5, 2500.0, 2536.0, -36.0,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.72602780, 1.2675,  0.111775, 45.000, 2.5, 2500.0, 2535.5, -35.5,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.72852780, 1.2700, -0.654573, 45.000, 2.5, 2500.0, 2535.7, -35.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.73102780, 1.2725, -0.265698, 45.000, 2.5, 2500.0, 2535.9, -35.9,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.73352780, 1.2750,  0.440476, 45.000, 2.5, 2500.0, 2536.2, -36.2,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.73602780, 1.2775,  0.257142, 45.000, 2.5, 2500.0, 2536.4, -36.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.73852780, 1.2800, -0.194868, 45.000, 2.5, 2500.0, 2536.7, -36.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.74102780, 1.2825, -0.087118, 45.000, 2.5, 2500.0, 2536.9, -36.9,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.74352780, 1.2850,  0.285649, 45.000, 2.5, 2500.0, 2537.2, -37.2,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.74602780, 1.2875,  0.505181, 45.000, 2.5, 2500.0, 2537.4, -37.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.74852780, 1.2900, -0.202780, 45.000, 2.5, 2500.0, 2537.7, -37.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.75102780, 1.2925,  0.097428, 45.000, 2.5, 2500.0, 2537.9, -37.9,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.75352780, 1.2950,  0.397635, 45.000, 2.5, 2500.0, 2538.2, -38.2,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.75602780, 1.2975,  0.167573, 45.000, 2.5, 2500.0, 2538.4, -38.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.75852780, 1.3000, -0.064214, 45.000, 2.5, 2500.0, 2538.7, -38.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.76102780, 1.3025,  0.062241, 45.000, 2.5, 2500.0, 2538.9, -38.9,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.76352780, 1.3050,  0.314276, 45.000, 2.5, 2500.0, 2539.2, -39.2,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.76852780, 1.3100, -0.003784, 45.000, 2.5, 2500.0, 2539.3, -39.3,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.77102780, 1.3125, -0.092082, 45.000, 2.5, 2500.0, 2539.1, -39.1,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.77352780, 1.3150, -0.547122, 45.000, 2.5, 2500.0, 2538.9, -38.9,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.77602780, 1.3175, -0.234580, 45.000, 2.5, 2500.0, 2538.7, -38.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.77852780, 1.3200,  0.527733, 45.000, 2.5, 2500.0, 2538.5, -38.5,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.78102780, 1.3225,  0.145698, 45.000, 2.5, 2500.0, 2538.3, -38.3,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.78352780, 1.3250, -0.145313, 45.000, 2.5, 2500.0, 2538.1, -38.1,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.78602780, 1.3275,  0.228846, 45.000, 2.5, 2500.0, 2537.9, -37.9,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.78852780, 1.3300,  0.244729, 45.000, 2.5, 2500.0, 2537.7, -37.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.79102780, 1.3325, -0.258861, 45.000, 2.5, 2500.0, 2537.5, -37.5,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.79352780, 1.3350, -0.346219, 45.000, 2.5, 2500.0, 2537.3, -37.3,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.79602780, 1.3375, -0.100672, 45.000, 2.5, 2500.0, 2537.1, -37.1,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.79852780, 1.3400,  0.074589, 45.000, 2.5, 2500.0, 2536.8, -36.8,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.80102780, 1.3425, -0.170776, 45.000, 2.5, 2500.0, 2536.6, -36.6,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.80352780, 1.3450, -0.067712, 45.000, 2.5, 2500.0, 2536.4, -36.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.80602780, 1.3475,  0.109076, 45.000, 2.5, 2500.0, 2536.2, -36.2,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.80852780, 1.3500, -0.195065, 45.000, 2.5, 2500.0, 2536.0, -36.0,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.81102780, 1.3525, -0.237690, 45.000, 2.5, 2500.0, 2535.8, -35.8,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.81352780, 1.3550,  0.030048, 45.000, 2.5, 2500.0, 2535.6, -35.6,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.81602780, 1.3575,  0.070060, 45.000, 2.5, 2500.0, 2535.6, -35.6,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.81852780, 1.3600,  0.003620, 45.000, 2.5, 2500.0, 2536.5, -36.5,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.82102780, 1.3625, -0.055532, 45.000, 2.5, 2500.0, 2537.4, -37.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.82352780, 1.3650,  0.004900, 45.000, 2.5, 2500.0, 2538.3, -38.3,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.82602780, 1.3675,  0.020250, 45.000, 2.5, 2500.0, 2539.2, -39.2,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.82852780, 1.3700, -0.414677, 45.000, 2.5, 2500.0, 2540.1, -40.1,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.83102780, 1.3725, -0.237176, 45.000, 2.5, 2500.0, 2540.9, -40.9,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.83352780, 1.3750,  0.125303, 45.000, 2.5, 2500.0, 2541.8, -41.8,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.83602780, 1.3775,  0.082225, 45.000, 2.5, 2500.0, 2542.7, -42.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.83852780, 1.3800, -0.018215, 45.000, 2.5, 2500.0, 2543.6, -43.6,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.84102780, 1.3825,  0.137714, 45.000, 2.5, 2500.0, 2544.5, -44.5,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.84352780, 1.3850,  0.270674, 45.000, 2.5, 2500.0, 2545.4, -45.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.84602780, 1.3875,  0.209920, 45.000, 2.5, 2500.0, 2546.3, -46.3,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.84852780, 1.3900,  0.186189, 45.000, 2.5, 2500.0, 2547.2, -47.2,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.85102780, 1.3925,  0.285295, 45.000, 2.5, 2500.0, 2549.6, -49.6,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.85352780, 1.3950,  0.188460, 45.000, 2.5, 2500.0, 2553.3, -53.3,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.85602780, 1.3975, -0.012637, 45.000, 2.5, 2500.0, 2557.0, -57.0,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.85852780, 1.4000,  0.056749, 45.000, 2.5, 2500.0, 2560.7, -60.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.86102780, 1.4025,  0.197536, 45.000, 2.5, 2500.0, 2564.4, -64.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.86352780, 1.4050,  0.318331, 45.000, 2.5, 2500.0, 2568.2, -68.2,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.86602780, 1.4075,  0.271747, 45.000, 2.5, 2500.0, 2571.9, -71.9,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.86852780, 1.4100,  0.192179, 45.000, 2.5, 2500.0, 2575.6, -75.6,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.87102780, 1.4125,  0.084054, 45.000, 2.5, 2500.0, 2579.3, -79.3,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.87352780, 1.4150,  0.116669, 45.000, 2.5, 2500.0, 2583.0, -83.0,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.87602780, 1.4175,  0.121473, 45.000, 2.5, 2500.0, 2586.7, -86.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.87852780, 1.4200,  0.037954, 45.000, 2.5, 2500.0, 2590.4, -90.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.88102780, 1.4225,  0.316018, 45.000, 2.5, 2500.0, 2594.1, -94.1,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.88352780, 1.4250, -0.100406, 45.000, 2.5, 2500.0, 2597.8, -97.8,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.88602780, 1.4275, -0.100406, 45.000, 2.5, 2500.0, 2601.5, -101.5,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.88852780, 1.4300, -0.043225, 45.000, 2.5, 2500.0, 2605.2, -105.2,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.89352780, 1.4350, -0.278574, 45.000, 2.5, 2500.0, 2611.3, -111.3,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.89602780, 1.4375, -0.239497, 45.000, 2.5, 2500.0, 2607.0, -107.0,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.89852780, 1.4400,  0.061217, 45.000, 2.5, 2500.0, 2602.7, -102.7,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.90102780, 1.4425, -0.083372, 45.000, 2.5, 2500.0, 2598.4, -98.4,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.90352780, 1.4450, -0.212577, 45.000, 2.5, 2500.0, 2594.1, -94.1,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.90602780, 1.4475,  0.132648, 45.000, 2.5, 2500.0, 2589.8, -89.8,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.90852780, 1.4500, -0.061182, 45.000, 2.5, 2500.0, 2585.5, -85.5,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
A-D, 3283.91102780, 1.4525, -0.038753, 45.000, 2.5, 2500.0, 2581.1, -81.1,  0.0,  0.0,  0.0,  10, 50,   0, 180,   0
