--------------------Experiment_Info------------------------

Datetime: 12-54-57_04-07-2024
Characterization: Static
Mode: Auto
Experiment: Force vs. Position
Modulation: OFF
Control sequence: A-B-C
Start position (mm): 5
End position (mm): 5
Step size (mm): 1
Target voltage (V): 3000

-----------------------Motor_Info--------------------------

Motor type: Motor Fiber
Motor name: 
Fiber length (mm): 
Number of fibers: 
Insulator: 

---------------------Program_Info-------------------------

Sample rate (Hz): 400

----------------------Data_Info---------------------------

state, abs. t (s), rel. t (s), F (mN), p (mm), v (mm/s), hv_set (kV), hv_vm (kV), hv_err (V), cm_w1 (uA), cm_w2 (uA), cm_w3 (uA)

A, 706363.32807240, 0.0000,  7.714374, 5.000, 3.5, 3000.0, 2993.3,   6.7,  0.0,  0.0,  0.0
A, 706363.33057240, 0.0025,  7.697560, 5.000, 3.5, 3000.0, 2993.7,   6.3,  0.0,  0.0,  0.0
A, 706363.33307240, 0.0050,  7.687364, 5.000, 3.5, 3000.0, 2994.1,   5.9,  0.0,  0.0,  0.0
A, 706363.33557240, 0.0075,  7.676141, 5.000, 3.5, 3000.0, 2994.5,   5.5,  0.0,  0.0,  0.0
A, 706363.33807240, 0.0100,  7.601710, 5.000, 3.5, 3000.0, 2994.9,   5.1,  0.0,  0.0,  0.0
A, 706363.34057240, 0.0125,  7.642454, 5.000, 3.5, 3000.0, 2995.3,   4.7,  0.0,  0.0,  0.0
A, 706363.34307240, 0.0150,  7.670441, 5.000, 3.5, 3000.0, 2995.7,   4.3,  0.0,  0.0,  0.0
A, 706363.34557240, 0.0175,  7.656893, 5.000, 3.5, 3000.0, 2996.1,   3.9,  0.0,  0.0,  0.0
A, 706363.34807240, 0.0200,  7.616431, 5.000, 3.5, 3000.0, 2996.5,   3.5,  0.0,  0.0,  0.0
A, 706363.35057240, 0.0225,  7.594569, 5.000, 3.5, 3000.0, 2996.9,   3.1,  0.0,  0.0,  0.0
A, 706363.35307240, 0.0250,  7.597492, 5.000, 3.5, 3000.0, 2997.3,   2.7,  0.0,  0.0,  0.0
A, 706363.35557240, 0.0275,  7.604608, 5.000, 3.5, 3000.0, 2997.7,   2.3,  0.0,  0.0,  0.0
A, 706363.35807240, 0.0300,  7.611657, 5.000, 3.5, 3000.0, 2998.1,   1.9,  0.0,  0.0,  0.0
A, 706363.36057240, 0.0325,  7.568568, 5.000, 3.5, 3000.0, 2998.5,   1.5,  0.0,  0.0,  0.0
A, 706363.36307240, 0.0350,  7.525479, 5.000, 3.5, 3000.0, 2998.9,   1.1,  0.0,  0.0,  0.0
A, 706363.36557240, 0.0375,  7.549589, 5.000, 3.5, 3000.0, 2999.1,   0.9,  0.0,  0.0,  0.0
A, 706363.36807240, 0.0400,  7.602095, 5.000, 3.5, 3000.0, 2999.1,   0.9,  0.0,  0.0,  0.0
A, 706363.37057240, 0.0425,  7.696699, 5.000, 3.5, 3000.0, 2999.2,   0.8,  0.0,  0.0,  0.0
A, 706363.37307240, 0.0450,  7.696699, 5.000, 3.5, 3000.0, 2999.3,   0.7,  0.0,  0.0,  0.0
A, 706363.37557240, 0.0475,  7.689278, 5.000, 3.5, 3000.0, 2999.4,   0.6,  0.0,  0.0,  0.0
A, 706363.37807240, 0.0500,  7.627872, 5.000, 3.5, 3000.0, 2999.5,   0.5,  0.0,  0.0,  0.0
A, 706363.38057240, 0.0525,  7.627298, 5.000, 3.5, 3000.0, 2999.6,   0.4,  0.0,  0.0,  0.0
A, 706363.38307240, 0.0550,  7.687969, 5.000, 3.5, 3000.0, 2999.7,   0.3,  0.0,  0.0,  0.0
A, 706363.38557240, 0.0575,  7.719006, 5.000, 3.5, 3000.0, 2999.7,   0.3,  0.0,  0.0,  0.0
A, 706363.38807240, 0.0600,  7.667616, 5.000, 3.5, 3000.0, 2999.8,   0.2,  0.0,  0.0,  0.0
A, 706363.39057240, 0.0625,  7.643069, 5.000, 3.5, 3000.0, 2999.9,   0.1,  0.0,  0.0,  0.0
