--------------------Experiment_Info------------------------

Datetime: 13-22-04_04-07-2024
Characterization: Static
Mode: Auto
Experiment: Force vs. Frequency and Position
Modulation: ON
Control sequence: <PyQt6.QtWidgets.QLabel object at 0x00000203040636B0>
Modulation frequency (Hz): 50.0
Start position (mm): 5
End position (mm): 5
Step size (mm): 1
Target voltage (V): 3000
Start mod. freq. (Hz): 50
End mod. freq. (Hz): 100
Step mod. freq. (Hz): 10

-----------------------Motor_Info--------------------------

Motor type: Motor Fiber
Motor name: 
Fiber length (mm): 
Number of fibers: 
Insulator: 

---------------------Program_Info-------------------------

Sample rate (Hz): 400

----------------------Data_Info---------------------------

state, abs. t (s), rel. t (s), F (mN), p (mm), v (mm/s), hv_set (kV), hv_vm (kV), hv_err (V), cm_w1 (uA), cm_w2 (uA), cm_w3 (uA), freq (Hz), DC (%), ph1 (deg), ph2 (deg), ph3 (deg)
B-E, 708012.95997460, 0.3675, -16.037883, 5.000, 3.5, 3000.0, 3003.7,  -3.7,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708012.96247460, 0.3700, -15.415776, 5.000, 3.5, 3000.0, 2997.0,   3.0,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708012.96497460, 0.3725, -11.952861, 5.000, 3.5, 3000.0, 2990.4,   9.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708012.96747460, 0.3750, -13.587834, 5.000, 3.5, 3000.0, 2983.8,  16.2,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708012.96997460, 0.3775, -15.779940, 5.000, 3.5, 3000.0, 2977.1,  22.9,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708012.97247460, 0.3800, -12.533887, 5.000, 3.5, 3000.0, 2970.5,  29.5,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708012.97497460, 0.3825, -14.389097, 5.000, 3.5, 3000.0, 2963.9,  36.1,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708012.97747460, 0.3850, -15.770769, 5.000, 3.5, 3000.0, 2957.2,  42.8,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708012.97997460, 0.3875, -14.582796, 5.000, 3.5, 3000.0, 2950.6,  49.4,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708012.98247460, 0.3900, -13.045078, 5.000, 3.5, 3000.0, 2944.0,  56.0,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708012.98497460, 0.3925, -13.535649, 5.000, 3.5, 3000.0, 2937.3,  62.7,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708012.98747460, 0.3950, -15.610400, 5.000, 3.5, 3000.0, 2930.7,  69.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708012.98997460, 0.3975, -14.947126, 5.000, 3.5, 3000.0, 2924.0,  76.0,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708012.99247460, 0.4000, -14.283851, 5.000, 3.5, 3000.0, 2917.4,  82.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708012.99497460, 0.4025, -14.837702, 5.000, 3.5, 3000.0, 2910.8,  89.2,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708012.99747460, 0.4050, -15.579431, 5.000, 3.5, 3000.0, 2904.1,  95.9,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708012.99997460, 0.4075, -16.321160, 5.000, 3.5, 3000.0, 2897.5,  102.5,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.00247460, 0.4100, -16.667869, 5.000, 3.5, 3000.0, 2890.9,  109.1,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.00497460, 0.4125, -16.950722, 5.000, 3.5, 3000.0, 2884.2,  115.8,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.00747460, 0.4150, -13.861269, 5.000, 3.5, 3000.0, 2877.6,  122.4,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.00997460, 0.4175, -13.833406, 5.000, 3.5, 3000.0, 2871.0,  129.0,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.01247460, 0.4200, -15.708391, 5.000, 3.5, 3000.0, 2864.3,  135.7,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.01497460, 0.4225, -16.790665, 5.000, 3.5, 3000.0, 2857.7,  142.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.01747460, 0.4250, -12.734498, 5.000, 3.5, 3000.0, 2852.8,  147.2,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.01997460, 0.4275, -16.041587, 5.000, 3.5, 3000.0, 2860.6,  139.4,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.02247460, 0.4300, -15.593018, 5.000, 3.5, 3000.0, 2868.4,  131.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.02497460, 0.4325, -15.193186, 5.000, 3.5, 3000.0, 2876.2,  123.8,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.02747460, 0.4350, -15.975143, 5.000, 3.5, 3000.0, 2883.9,  116.1,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.02997460, 0.4375, -16.489673, 5.000, 3.5, 3000.0, 2891.7,  108.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.03247460, 0.4400, -13.118651, 5.000, 3.5, 3000.0, 2899.5,  100.5,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.03497460, 0.4425, -15.309071, 5.000, 3.5, 3000.0, 2907.3,  92.7,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.03747460, 0.4450, -14.590293, 5.000, 3.5, 3000.0, 2915.0,  85.0,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.03997460, 0.4475, -12.499816, 5.000, 3.5, 3000.0, 2922.8,  77.2,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.04247460, 0.4500, -13.332983, 5.000, 3.5, 3000.0, 2930.6,  69.4,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.04497460, 0.4525, -15.721105, 5.000, 3.5, 3000.0, 2938.4,  61.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.04747460, 0.4550, -15.762733, 5.000, 3.5, 3000.0, 2946.2,  53.8,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.04997460, 0.4575, -14.225900, 5.000, 3.5, 3000.0, 2953.9,  46.1,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.05247460, 0.4600, -12.689067, 5.000, 3.5, 3000.0, 2961.7,  38.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.05497460, 0.4625, -12.381284, 5.000, 3.5, 3000.0, 2969.5,  30.5,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.05747460, 0.4650, -12.839793, 5.000, 3.5, 3000.0, 2977.3,  22.7,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.05997460, 0.4675, -15.214071, 5.000, 3.5, 3000.0, 2985.0,  15.0,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.06247460, 0.4700, -16.808249, 5.000, 3.5, 3000.0, 2992.8,   7.2,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.06497460, 0.4725, -14.196566, 5.000, 3.5, 3000.0, 3000.6,  -0.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.06747460, 0.4750, -13.035171, 5.000, 3.5, 3000.0, 3008.4,  -8.4,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.06997460, 0.4775, -13.134896, 5.000, 3.5, 3000.0, 3016.1, -16.1,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.07247460, 0.4800, -15.701545, 5.000, 3.5, 3000.0, 3023.9, -23.9,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.07497460, 0.4825, -14.878165, 5.000, 3.5, 3000.0, 3031.7, -31.7,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.07747460, 0.4850, -16.219253, 5.000, 3.5, 3000.0, 3039.5, -39.5,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.07997460, 0.4875, -14.575795, 5.000, 3.5, 3000.0, 3035.8, -35.8,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.08247460, 0.4900, -13.614512, 5.000, 3.5, 3000.0, 3028.6, -28.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.08497460, 0.4925, -17.041065, 5.000, 3.5, 3000.0, 3021.3, -21.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.08747460, 0.4950, -15.866432, 5.000, 3.5, 3000.0, 3014.1, -14.1,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.08997460, 0.4975, -13.040446, 5.000, 3.5, 3000.0, 3006.8,  -6.8,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.09247460, 0.5000, -16.759317, 5.000, 3.5, 3000.0, 2999.6,   0.4,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.09497460, 0.5025, -16.801364, 5.000, 3.5, 3000.0, 2992.4,   7.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.09747460, 0.5050, -14.585892, 5.000, 3.5, 3000.0, 2985.1,  14.9,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.09997460, 0.5075, -13.998239, 5.000, 3.5, 3000.0, 2977.9,  22.1,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.10247460, 0.5100, -15.633614, 5.000, 3.5, 3000.0, 2970.6,  29.4,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.10497460, 0.5125, -14.361475, 5.000, 3.5, 3000.0, 2963.4,  36.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.10747460, 0.5150, -12.989093, 5.000, 3.5, 3000.0, 2956.1,  43.9,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.10997460, 0.5175, -16.433096, 5.000, 3.5, 3000.0, 2948.9,  51.1,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.11247460, 0.5200, -16.433096, 5.000, 3.5, 3000.0, 2941.6,  58.4,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.11497460, 0.5225, -16.433096, 5.000, 3.5, 3000.0, 2934.4,  65.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.11747460, 0.5250, -15.968978, 5.000, 3.5, 3000.0, 2927.2,  72.8,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.11997460, 0.5275, -15.452671, 5.000, 3.5, 3000.0, 2919.9,  80.1,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.12247460, 0.5300, -15.156444, 5.000, 3.5, 3000.0, 2912.7,  87.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.12497460, 0.5325, -15.802613, 5.000, 3.5, 3000.0, 2905.4,  94.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.12747460, 0.5350, -16.789804, 5.000, 3.5, 3000.0, 2898.2,  101.8,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.12997460, 0.5375, -17.806119, 5.000, 3.5, 3000.0, 2890.9,  109.1,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.13247460, 0.5400, -16.571227, 5.000, 3.5, 3000.0, 2883.7,  116.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.13497460, 0.5425, -14.301106, 5.000, 3.5, 3000.0, 2876.4,  123.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.13747460, 0.5450, -13.597518, 5.000, 3.5, 3000.0, 2870.9,  129.1,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.13997460, 0.5475, -14.176534, 5.000, 3.5, 3000.0, 2879.3,  120.7,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.14247460, 0.5500, -16.514563, 5.000, 3.5, 3000.0, 2887.6,  112.4,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.14497460, 0.5525, -17.499163, 5.000, 3.5, 3000.0, 2895.9,  104.1,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.14747460, 0.5550, -13.972217, 5.000, 3.5, 3000.0, 2904.2,  95.8,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.14997460, 0.5575, -14.942732, 5.000, 3.5, 3000.0, 2912.5,  87.5,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.15247460, 0.5600, -16.645054, 5.000, 3.5, 3000.0, 2920.9,  79.1,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.15497460, 0.5625, -13.116502, 5.000, 3.5, 3000.0, 2929.2,  70.8,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.15747460, 0.5650, -13.588979, 5.000, 3.5, 3000.0, 2937.5,  62.5,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.15997460, 0.5675, -16.768240, 5.000, 3.5, 3000.0, 2945.8,  54.2,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.16247460, 0.5700, -14.572508, 5.000, 3.5, 3000.0, 2954.1,  45.9,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.16497460, 0.5725, -13.271218, 5.000, 3.5, 3000.0, 2962.4,  37.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.16747460, 0.5750, -13.881930, 5.000, 3.5, 3000.0, 2970.8,  29.2,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.16997460, 0.5775, -15.383189, 5.000, 3.5, 3000.0, 2979.1,  20.9,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.17247460, 0.5800, -16.884449, 5.000, 3.5, 3000.0, 2987.4,  12.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.17497460, 0.5825, -16.478857, 5.000, 3.5, 3000.0, 2995.7,   4.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.17747460, 0.5850, -16.478857, 5.000, 3.5, 3000.0, 3004.0,  -4.0,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.17997460, 0.5875, -16.019869, 5.000, 3.5, 3000.0, 3012.4, -12.4,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.18247460, 0.5900, -13.796951, 5.000, 3.5, 3000.0, 3020.7, -20.7,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.18497460, 0.5925, -14.272090, 5.000, 3.5, 3000.0, 3029.0, -29.0,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.18747460, 0.5950, -16.108121, 5.000, 3.5, 3000.0, 3037.3, -37.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.18997460, 0.5975, -13.680633, 5.000, 3.5, 3000.0, 3045.6, -45.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.19247460, 0.6000, -13.377111, 5.000, 3.5, 3000.0, 3054.0, -54.0,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.19497460, 0.6025, -13.814949, 5.000, 3.5, 3000.0, 3062.3, -62.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.19747460, 0.6050, -15.301654, 5.000, 3.5, 3000.0, 3070.6, -70.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.19997460, 0.6075, -13.533318, 5.000, 3.5, 3000.0, 3078.9, -78.9,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.20247460, 0.6100, -14.564398, 5.000, 3.5, 3000.0, 3084.3, -84.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.20497460, 0.6125, -14.962921, 5.000, 3.5, 3000.0, 3076.9, -76.9,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.20747460, 0.6150, -13.987448, 5.000, 3.5, 3000.0, 3069.6, -69.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.20997460, 0.6175, -18.723332, 5.000, 3.5, 3000.0, 3062.2, -62.2,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.21247460, 0.6200, -16.585599, 5.000, 3.5, 3000.0, 3054.9, -54.9,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.21497460, 0.6225, -12.983794, 5.000, 3.5, 3000.0, 3047.6, -47.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.21747460, 0.6250, -16.509057, 5.000, 3.5, 3000.0, 3040.2, -40.2,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.21997460, 0.6275, -15.350082, 5.000, 3.5, 3000.0, 3032.9, -32.9,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.22247460, 0.6300, -14.080978, 5.000, 3.5, 3000.0, 3025.5, -25.5,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.22497460, 0.6325, -15.675980, 5.000, 3.5, 3000.0, 3018.2, -18.2,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.22747460, 0.6350, -17.245624, 5.000, 3.5, 3000.0, 3010.8, -10.8,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.22997460, 0.6375, -15.148129, 5.000, 3.5, 3000.0, 3003.5,  -3.5,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.23247460, 0.6400, -13.050633, 5.000, 3.5, 3000.0, 2996.1,   3.9,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.23497460, 0.6425, -15.637010, 5.000, 3.5, 3000.0, 2988.8,  11.2,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.23747460, 0.6450, -15.723754, 5.000, 3.5, 3000.0, 2981.5,  18.5,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.23997460, 0.6475, -14.293490, 5.000, 3.5, 3000.0, 2974.1,  25.9,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.24247460, 0.6500, -15.185952, 5.000, 3.5, 3000.0, 2966.8,  33.2,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.24497460, 0.6525, -17.307477, 5.000, 3.5, 3000.0, 2959.4,  40.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.24747460, 0.6550, -17.179209, 5.000, 3.5, 3000.0, 2952.1,  47.9,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.24997460, 0.6575, -16.387399, 5.000, 3.5, 3000.0, 2944.7,  55.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.25247460, 0.6600, -16.250424, 5.000, 3.5, 3000.0, 2937.4,  62.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.25497460, 0.6625, -16.461180, 5.000, 3.5, 3000.0, 2930.0,  70.0,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.25747460, 0.6650, -15.774724, 5.000, 3.5, 3000.0, 2922.7,  77.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.25997460, 0.6675, -15.040108, 5.000, 3.5, 3000.0, 2915.3,  84.7,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.26247460, 0.6700, -17.770495, 5.000, 3.5, 3000.0, 2908.0,  92.0,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.26747460, 0.6750, -13.722521, 5.000, 3.5, 3000.0, 2902.8,  97.2,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.26997460, 0.6775, -15.034112, 5.000, 3.5, 3000.0, 2905.5,  94.5,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.27247460, 0.6800, -15.034112, 5.000, 3.5, 3000.0, 2908.3,  91.7,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.27497460, 0.6825, -16.858020, 5.000, 3.5, 3000.0, 2911.0,  89.0,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.27747460, 0.6850, -17.293333, 5.000, 3.5, 3000.0, 2913.7,  86.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.27997460, 0.6875, -13.898200, 5.000, 3.5, 3000.0, 2916.4,  83.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.28247460, 0.6900, -14.779649, 5.000, 3.5, 3000.0, 2919.2,  80.8,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.28497460, 0.6925, -16.146489, 5.000, 3.5, 3000.0, 2921.9,  78.1,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.28747460, 0.6950, -13.501535, 5.000, 3.5, 3000.0, 2924.6,  75.4,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.28997460, 0.6975, -13.940870, 5.000, 3.5, 3000.0, 2927.3,  72.7,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.29247460, 0.7000, -17.483559, 5.000, 3.5, 3000.0, 2930.1,  69.9,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.29497460, 0.7025, -16.384192, 5.000, 3.5, 3000.0, 2932.8,  67.2,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.29747460, 0.7050, -15.292634, 5.000, 3.5, 3000.0, 2935.5,  64.5,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.29997460, 0.7075, -15.530421, 5.000, 3.5, 3000.0, 2938.2,  61.8,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.30247460, 0.7100, -15.768208, 5.000, 3.5, 3000.0, 2940.9,  59.1,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.30497460, 0.7125, -15.107714, 5.000, 3.5, 3000.0, 2943.7,  56.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.30747460, 0.7150, -13.475232, 5.000, 3.5, 3000.0, 2946.4,  53.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.30997460, 0.7175, -15.765495, 5.000, 3.5, 3000.0, 2949.1,  50.9,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.31247460, 0.7200, -18.304300, 5.000, 3.5, 3000.0, 2951.8,  48.2,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.31497460, 0.7225, -16.577267, 5.000, 3.5, 3000.0, 2954.6,  45.4,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.31747460, 0.7250, -14.819642, 5.000, 3.5, 3000.0, 2957.3,  42.7,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.31997460, 0.7275, -13.794775, 5.000, 3.5, 3000.0, 2960.0,  40.0,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.32247460, 0.7300, -14.687469, 5.000, 3.5, 3000.0, 2962.7,  37.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.32497460, 0.7325, -16.569809, 5.000, 3.5, 3000.0, 2965.5,  34.5,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.32747460, 0.7350, -16.814163, 5.000, 3.5, 3000.0, 2968.2,  31.8,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.32997460, 0.7375, -14.791951, 5.000, 3.5, 3000.0, 2971.5,  28.5,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.33247460, 0.7400, -12.914613, 5.000, 3.5, 3000.0, 2975.0,  25.0,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.33497460, 0.7425, -16.409658, 5.000, 3.5, 3000.0, 2978.5,  21.5,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.33747460, 0.7450, -13.594849, 5.000, 3.5, 3000.0, 2982.0,  18.0,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.33997460, 0.7475, -15.840216, 5.000, 3.5, 3000.0, 2985.4,  14.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.34247460, 0.7500, -18.035003, 5.000, 3.5, 3000.0, 2988.9,  11.1,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.34497460, 0.7525, -15.682037, 5.000, 3.5, 3000.0, 2992.4,   7.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.34747460, 0.7550, -12.779222, 5.000, 3.5, 3000.0, 2995.9,   4.1,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.34997460, 0.7575, -15.825133, 5.000, 3.5, 3000.0, 2999.4,   0.6,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.35247460, 0.7600, -15.607929, 5.000, 3.5, 3000.0, 3002.8,  -2.8,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.35497460, 0.7625, -13.129274, 5.000, 3.5, 3000.0, 3006.3,  -6.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.35747460, 0.7650, -15.536294, 5.000, 3.5, 3000.0, 3009.8,  -9.8,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.35997460, 0.7675, -17.120951, 5.000, 3.5, 3000.0, 3013.3, -13.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.36247460, 0.7700, -13.317511, 5.000, 3.5, 3000.0, 3016.8, -16.8,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.36497460, 0.7725, -13.791278, 5.000, 3.5, 3000.0, 3020.3, -20.3,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.36747460, 0.7750, -16.649038, 5.000, 3.5, 3000.0, 3023.7, -23.7,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.36997460, 0.7775, -15.975200, 5.000, 3.5, 3000.0, 3027.2, -27.2,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.37247460, 0.7800, -15.301362, 5.000, 3.5, 3000.0, 3030.7, -30.7,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.37497460, 0.7825, -15.890199, 5.000, 3.5, 3000.0, 3034.2, -34.2,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
B-E, 708013.37747460, 0.7850, -16.949177, 5.000, 3.5, 3000.0, 3033.4, -33.4,  0.0,  0.0,  0.0,  60, 50, 180,   0, 180
