--------------------Experiment_Info------------------------

Datetime: 13-12-34_04-07-2024
Characterization: Static
Mode: Auto
Experiment: Force vs. Voltage and Position
Modulation: OFF
Control sequence: A-B-C
Start position (mm): 5
End position (mm): 5
Step size (mm): 1
Start voltage (V): 2000
End voltage (V): 3000
Step voltage (V): 500

-----------------------Motor_Info--------------------------

Motor type: Motor Fiber
Motor name: 
Fiber length (mm): 
Number of fibers: 
Insulator: 

---------------------Program_Info-------------------------

Sample rate (Hz): 400

----------------------Data_Info---------------------------

state, abs. t (s), rel. t (s), F (mN), p (mm), v (mm/s), hv_set (kV), hv_vm (kV), hv_err (V), cm_w1 (uA), cm_w2 (uA), cm_w3 (uA)

A, 707421.02328260, 0.0000,  1.638300, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.02578260, 0.0025,  1.516637, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.02828260, 0.0050,  1.469302, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.03078260, 0.0075,  1.480627, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.03328260, 0.0100,  1.517712, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.03578260, 0.0125,  1.535611, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.03828260, 0.0150,  1.549703, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.04078260, 0.0175,  1.628806, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.04328260, 0.0200,  1.578066, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.04578260, 0.0225,  1.496979, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.04828260, 0.0250,  1.462701, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.05078260, 0.0275,  1.466045, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.05328260, 0.0300,  1.501066, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.05578260, 0.0325,  1.543782, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.05828260, 0.0350,  1.551365, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.06078260, 0.0375,  1.537256, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.06328260, 0.0400,  1.567382, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.06828260, 0.0450,  1.525055, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.07078260, 0.0475,  1.481449, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.07328260, 0.0500,  1.461053, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.07578260, 0.0525,  1.450167, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
A, 707421.07828260, 0.0550,  1.439280, 5.000, 3.5, 2000.0, 1997.3,   2.7,  0.0,  0.0,  0.0
